ID;sample.nr;vial.nr;rack.nr;CO2.TCD.area;N2O.ECD.area;CH4.FID.area;CO2.TCD.ppm;N2O.ECD.ppm;CH4.FID.ppm;chamber.temp;chamber.A;chamber.V;vial.time;date;chamber.time;site;treatment;border.dist;position;comments;CO2.TCD.mol;N2O.ECD.mol;CH4.FID.mol
432;21_04_18_CS10_4;16;2;5733.6;5571.1;56.6;735.597833147133;0.320660327475233;1.80417634214813;35;0.049087385212341;0.002454369260617;1140.00000000001;21-04-18;9:05;CS10;b1;NA;interrow;field pea;29091.6167064367;12681.5590252073;71352.0408183368
433;21_04_18_CS10_5;17;2;5560.8;5606.3;58.5;713.149860999247;0.322844773881255;1.87002738016844;35.1;0.049087385212341;0.002454369260617;1079.99999999999;21-04-18;9:06;CS10;c1;NA;interrow;oat;28194.6887321633;12763.8080103296;73932.3426784313
434;21_04_18_CS10_6;18;2;5421.4;5617.2;54.3;695.040790875315;0.323521424625812;1.72446192770249;35.2;0.049087385212341;0.002454369260617;1080.00000000001;21-04-18;9:07;CS10;c1;NA;interrow;oat;27469.8272572331;12786.4116252701;68155.2390702211
435;21_04_18_CS10_1;19;2;7614.8;5761.6;51.8;979.97934474785;0.332495081995956;1.63781582504419;35.3;0.049087385212341;0.002454369260617;1860;21-04-18;9:08;CS10;a1;NA;interrow;no cover;38718.7862999979;13136.813642653;64709.7729850187
436;21_04_18_CS10_2;20;2;5871.4;5652.4;48.9;753.499051677103;0.325707269822604;1.53730634596056;35.4;0.049087385212341;0.002454369260617;1980;21-04-18;9:11;CS10;a1;NA;interrow;no cover;29760.9470418588;12864.4578739202;60718.9785407343
437;21_04_18_CS10_3;21;2;6019;5706.3;56.4;772.673361220089;0.329056399346995;1.79724465393547;35.5;0.049087385212341;0.002454369260617;1620;21-04-18;9:12;CS10;b1;NA;interrow;field pea;30508.386954689;12992.5275867447;70962.7613768494
438;21_04_18_CS10_4;22;2;6372.1;5646.4;53.3;818.543609862558;0.325334607394524;1.68980348663917;35.5;0.049087385212341;0.002454369260617;1679.99999999999;21-04-18;9:14;CS10;b1;NA;interrow;field pea;32319.5368733073;12845.5756213353;66720.5331970621
439;21_04_18_CS10_5;23;2;6097.2;5582.5;86.2;782.832107874977;0.321367672808353;2.83006619762243;35.5;0.049087385212341;0.002454369260617;1620;21-04-18;9:15;CS10;c1;NA;interrow;oat;30909.496905513;12688.9443959651;111742.890330934
440;21_04_18_CS10_6;24;2;5926.2;5595.8;52.4;760.617968770298;0.322193051286775;1.65861088968218;35.5;0.049087385212341;0.002454369260617;1680.00000000001;21-04-18;9:17;CS10;c1;NA;interrow;oat;30032.3894682892;12721.5338021328;65488.9185642206
441;21_04_18_CS10_7;25;2;3325.8;5542.4;66.6;422.807165683702;0.318880054412821;2.15076075278134;35.549994;0.049087385212341;0.002454369260617;0;21-04-18;9:45;CS10;a2;NA;interrow;no cover;16691.4976547342;12588.6837129787;84907.3075734014
442;21_04_18_CS10_8;26;2;3385.8;5571.5;67.1;430.601600457274;0.320685144701821;2.168089973313;35.533328;0.049087385212341;0.002454369260617;0;21-04-18;9:46;CS10;a2;NA;interrow;no cover;17000.1226063425;12660.6282284466;85596.0482468295
443;21_04_18_CS10_9;27;2;3409.2;5571.2;68.2;433.641430018966;0.320666531768863;2.20621425848265;35.516662;0.049087385212341;0.002454369260617;0;21-04-18;9:47;CS10;b2;NA;interrow;field pea;17121.0592520475;12660.5769433127;87105.8953950535
444;21_04_18_CS10_10;28;2;3705.9;5577.9;62.8;472.184909974278;0.321082239202955;2.01905867674072;35.499996;0.049087385212341;0.002454369260617;0;21-04-18;9:49;CS10;b2;NA;interrow;field pea;18643.8420907961;12677.6744436522;79720.9109102117
445;21_04_18_CS10_11;29;2;3397.1;5531.5;67.4;432.06955233963;0.318204110827996;2.178487505632;35.48333;0.049087385212341;0.002454369260617;0;21-04-18;9:52;CS10;c2;NA;interrow;oat;17060.84062461;12564.7123050801;86020.4750254574
446;21_04_18_CS10_12;30;2;3748;5596.5;67.3;477.654005040401;0.322236496497142;2.17502166152566;35.466664;0.049087385212341;0.002454369260617;0;21-04-18;9:53;CS10;c2;NA;interrow;oat;18861.8218611263;12724.623534913;85888.2594741735
447;21_04_18_CS10_7;31;2;4667.8;5576.8;62.1;597.142690119255;0.32101398605775;1.9947977679964;35.449998;0.049087385212341;0.002454369260617;660;21-04-18;9:56;CS10;a2;NA;interrow;no cover;23581.5196753124;12677.0330668529;78775.7492348803
448;21_04_18_CS10_8;32;2;5572.7;5683;58.3;714.695757229338;0.327608327065405;1.86309569195578;35.433332;0.049087385212341;0.002454369260617;659.999999999994;21-04-18;9:57;CS10;a2;NA;interrow;no cover;28225.2844612321;12938.1462388089;73578.7296230911
449;21_04_18_CS10_9;33;2;4958;5554.2;61;634.841772974097;0.319611926626112;1.95667348282674;35.416666;0.049087385212341;0.002454369260617;660;21-04-18;9:58;CS10;b2;NA;interrow;field pea;25072.9870019336;12623.0283247074;77278.5454430782
450;21_04_18_CS10_10;34;2;4667;5564.8;59.6;597.038764322274;0.32026947447724;1.90815166533809;35.4;0.049087385212341;0.002454369260617;660;21-04-18;10:00;CS10;b2;NA;interrow;field pea;23581.2361108934;12649.6813072641;75366.2536582689
451;21_04_18_CS10_11;35;2;5210.3;5552.8;57.4;667.617371196965;0.319525087989718;1.83190309499879;35.383334;0.049087385212341;0.002454369260617;539.999999999993;21-04-18;10:01;CS10;c2;NA;interrow;oat;26370.3032419506;12620.9619869431;72358.5727530953
452;21_04_18_CS10_12;36;2;5490.2;5612.7;59.1;703.978409415677;0.323242060988883;1.89082244480643;35.366668;0.049087385212341;0.002454369260617;600;21-04-18;10:03;CS10;c2;NA;interrow;oat;27808.034606022;12768.468887507;74689.8701377267
453;21_04_18_CS10_7;37;2;5377.4;5600.6;57.3;689.324872041362;0.322490969802498;1.82843725089245;35.350002;0.049087385212341;0.002454369260617;1200;21-04-18;10:05;CS10;a2;NA;interrow;no cover;27230.6724022188;12739.4880230561;72229.4781553716
454;21_04_18_CS10_8;38;2;6557.1;7214.4;54.3;842.576450414404;0.423693772581108;1.72446192770249;35.333336;0.049087385212341;0.002454369260617;1199.99999999999;21-04-18;10:06;CS10;a2;NA;interrow;no cover;33286.4281924591;16738.2465171875;68125.7802765161
455;21_04_18_CS10_9;39;2;5612.1;6709.8;58.4;719.81410273065;0.391838938228938;1.86656153606211;35.31667;0.049087385212341;0.002454369260617;1200;21-04-18;10:07;CS10;b2;NA;interrow;field pea;28438.1731252815;15480.640793656;73743.4844776699
456;21_04_18_CS10_10;40;2;4883.7;5683.7;60.9;625.18966457949;0.327651824652075;1.95320763872041;35.3;0.049087385212341;0.002454369260617;1200;21-04-18;10:09;CS10;b2;NA;interrow;field pea;24701.117579217;12945.45752163;77170.8399452008
457;21_04_18_CS10_11;41;2;6076.7;5703.1;54.1;780.16900932734;0.328857495130071;1.71753023948983;35.283334;0.049087385212341;0.002454369260617;1140;21-04-18;10:11;CS10;c2;NA;interrow;oat;30825.9858115474;12993.7953926688;67862.9401583968
458;21_04_18_CS10_12;42;2;6552.7;5664.2;58.3;842.004858531009;0.326440262495958;1.86309569195578;35.266668;0.049087385212341;0.002454369260617;1140.00000000001;21-04-18;10:12;CS10;c2;NA;interrow;oat;33271.0375365057;12898.9828465816;73618.4905266552
459;21_04_18_CS10_7;43;2;5978.5;6856.1;53.7;767.412117747928;0.401056083698065;1.7036668630645;35.250002;0.049087385212341;0.002454369260617;1800;21-04-18;10:15;CS10;a2;NA;interrow;no cover;30325.2135705725;15848.2139005213;67322.4468062261
460;21_04_18_CS10_8;44;2;6938.6;5801;52.3;892.136064849697;0.334946636531397;1.65514504557585;35.233336;0.049087385212341;0.002454369260617;1859.99999999999;21-04-18;10:17;CS10;a2;NA;interrow;no cover;35255.7356983923;13236.5348245459;65408.5834756122
461;21_04_18_CS10_9;45;2;6161.6;5568.9;55.1;791.198134531944;0.320523835211136;1.75218868055315;35.21667;0.049087385212341;0.002454369260617;1860;21-04-18;10:18;CS10;b2;NA;interrow;field pea;31268.5261704034;12667.2542465819;69247.3291102643
462;21_04_18_CS10_10;46;2;5337.6;5564.7;55;684.15456364156;0.320263270739288;1.74872283644682;35.2;0.049087385212341;0.002454369260617;1800.00000000001;21-04-18;10:19;CS10;b2;NA;interrow;field pea;27039.5751259623;12657.6408745238;69114.0935447489
463;21_04_18_CS10_11;47;2;6782.8;7052.3;49.1;871.896515887656;0.413441040130519;1.54423803417322;35.183334;0.049087385212341;0.002454369260617;1680;21-04-18;10:20;CS10;c2;NA;interrow;oat;34461.490002659;16341.1528908812;61035.6190289482
464;21_04_18_CS10_12;48;2;7161.6;5744.8;55.2;921.105380758139;0.331450145783453;1.75565452465948;35.166668;0.049087385212341;0.002454369260617;1740.00000000001;21-04-18;10:22;CS10;c2;NA;interrow;oat;36408.4259263849;13101.1916042807;69395.5534824644
465;21_04_18_CS10_13;49;2;3436.3;5562.1;66.9;437.161916391696;0.320101976602145;2.16115828510034;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:42;CS10;a3;NA;interrow;no cover;17260.9870826546;12638.969398037;85331.5987600001
466;21_04_18_CS10_14;50;2;3696.2;5571.9;65.8;470.924809685884;0.320709962067247;2.12303399993068;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:44;CS10;a3;NA;interrow;no cover;18594.0878015696;12662.9752157124;83826.2919865271
467;21_04_18_CS10_15;51;2;3468;5570.2;66.9;441.279976097067;0.320604489223083;2.16115828510034;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:46;CS10;b3;NA;interrow;field pea;17423.5853619528;12658.8107051903;85331.5987600001
468;21_04_18_CS10_16;52;2;3370.1;5925.1;65.4;428.562056691522;0.342676855181612;2.10917062350535;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:48;CS10;b3;NA;interrow;field pea;16921.4285309341;13530.3203436292;83278.9077052642
469;21_04_18_CS10_17;53;2;3366.9;5577.2;65.6;428.146353503598;0.321038805261913;2.11610231171802;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:49;CS10;c3;NA;interrow;oat;16905.0148245065;12675.9593250836;83552.5998458957
470;21_04_18_CS10_18;54;2;3427.7;5559.6;67;436.044714074151;0.319946891626077;2.16462412920667;35.5;0.049087385212341;0.002454369260617;0;21-04-18;10:50;CS10;c3;NA;interrow;oat;17216.8752466305;12632.8459923416;85468.4448303158
471;21_04_18_CS10_13;55;2;5056.4;5870.2;58.7;647.624646002754;0.339255549052735;1.8769590683811;35.5;0.049087385212341;0.002454369260617;600;21-04-18;10:52;CS10;a3;NA;interrow;no cover;25570.9388899427;13395.2328195746;74110.220994111
472;21_04_18_CS10_14;56;2;4819.8;5627.8;60.5;616.888591545636;0.324179550093723;1.93934426229508;35.5;0.049087385212341;0.002454369260617;600;21-04-18;10:54;CS10;a3;NA;interrow;no cover;24357.3504709535;12799.9691117074;76573.450259794
473;21_04_18_CS10_15;57;2;4785.4;5629;63.2;612.419782275455;0.324254060953691;2.03292205316605;35.5;0.049087385212341;0.002454369260617;539.999999999998;21-04-18;10:55;CS10;b3;NA;interrow;field pea;24180.9031268571;12802.9111131563;80268.2941583184
474;21_04_18_CS10_16;58;2;4860.1;5744;59.6;622.123853568552;0.331400392849861;1.90815166533809;35.5;0.049087385212341;0.002454369260617;540.000000000003;21-04-18;10:57;CS10;b3;NA;interrow;field pea;24564.0605862759;13085.0782872009;75341.8356269525
475;21_04_18_CS10_17;59;2;4556.8;5571.8;58.2;582.722985788147;0.320703757712875;1.85962984784944;35.5;0.049087385212341;0.002454369260617;539.999999999993;21-04-18;10:58;CS10;c3;NA;interrow;oat;23008.3489739368;12662.7302417642;73425.9906425324
476;21_04_18_CS10_18;60;2;4681.3;5548.4;59.9;598.896437943309;0.319252177669604;1.91854919765709;35.4;0.049087385212341;0.002454369260617;540.000000000003;21-04-18;10:59;CS10;c3;NA;interrow;oat;23654.6086335709;12609.5011420064;75776.9249232466
477;21_04_18_CS10_13;61;2;5877.9;5950.4;55.8;754.343448777573;0.344254355741046;1.77644958929747;35.4;0.049087385212341;0.002454369260617;1200;21-04-18;11:02;CS10;a3;NA;interrow;no cover;29794.2981885304;13597.0120033129;70164.4176352193
478;21_04_18_CS10_14;62;2;5158.9;5612.1;58.9;660.940138740939;0.323204813822327;1.88389075659377;35.4;0.049087385212341;0.002454369260617;1140.00000000001;21-04-18;11:03;CS10;a3;NA;interrow;no cover;26105.1482720872;12765.6183858903;74408.0207066545
479;21_04_18_CS10_15;63;2;5572.8;6875.5;56.5;714.708747953961;0.40227947472822;1.8007104980418;35.4;0.049087385212341;0.002454369260617;1140.00000000001;21-04-18;11:05;CS10;b3;NA;interrow;field pea;28228.8466732219;15888.8297427397;71122.6505868337
480;21_04_18_CS10_16;64;2;5597;5822.7;52.8;717.852503312635;0.336297412950216;1.67247426610751;35.4;0.049087385212341;0.002454369260617;1080;21-04-18;11:06;CS10;b3;NA;interrow;field pea;28353.0155577531;13282.7366867271;66057.7049854432
481;21_04_18_CS10_17;65;2;5210.8;5618.3;53.4;667.682324820079;0.323589716167909;1.6932693307455;35.4;0.049087385212341;0.002454369260617;1080;21-04-18;11:07;CS10;c3;NA;interrow;oat;26371.4443508959;12780.8208712785;66879.0475153984
482;21_04_18_CS10_18;66;2;5359.3;5857;56.5;686.973550884668;0.338433310798477;1.8007104980418;35.3;0.049087385212341;0.002454369260617;1080;21-04-18;11:08;CS10;c3;NA;interrow;oat;27142.1864685302;13371.431865208;71145.7086677501
483;21_04_18_CS10_13;67;2;6355;5716.9;50.5;816.32219595209;0.329715331623426;1.59275985166187;35.3;0.049087385212341;0.002454369260617;1800;21-04-18;11:12;CS10;a3;NA;interrow;no cover;32252.7253522333;13026.9862659658;62929.6205621355
484;21_04_18_CS10_14;68;2;5265.8;5652;53.2;674.827223362519;0.325682424701365;1.68633764253284;35.3;0.049087385212341;0.002454369260617;1740.00000000001;21-04-18;11:13;CS10;a3;NA;interrow;no cover;26662.2875174142;12867.6469267032;66626.8602096621
485;21_04_18_CS10_15;69;2;6083.5;5623.4;56.1;781.052378601678;0.323906354200899;1.78684712161647;35.3;0.049087385212341;0.002454369260617;1679.99999999999;21-04-18;11:14;CS10;b3;NA;interrow;field pea;30859.2219808108;12797.4747393711;70597.9694607092
486;21_04_18_CS10_16;70;2;6183.2;8549.8;52.1;794.00413105043;0.50880935906547;1.64821335736319;35.3;0.049087385212341;0.002454369260617;1620.00000000001;21-04-18;11:15;CS10;b3;NA;interrow;field pea;31370.9431083645;20102.9551762275;65120.5773902994
487;21_04_18_CS10_17;71;2;5645.8;5565.3;51.7;724.191976928473;0.320300493297302;1.63434998093786;35.3;0.049087385212341;0.002454369260617;1680;21-04-18;11:17;CS10;c3;NA;interrow;oat;28612.6789764954;12655.0079021851;64572.8381832585
488;21_04_18_CS10_18;72;2;5732.8;5721.8;51.9;735.493907350152;0.330019964581367;1.64128166915052;35.3;0.049087385212341;0.002454369260617;1680.00000000001;21-04-18;11:18;CS10;c3;NA;interrow;oat;29059.215968443;13039.0222527053;64846.7077867789
489;26_04_18_CS10_1;1;1;3505.6;5696.3;94.8;447.168183367863;0.328664486195776;3.04753297508549;37;0.049087385212341;0.002454369260617;0;26-04-18;8:38;CS10;a1;NA;interrow;no cover;17570.685186026;12914.2913864743;119747.433943013
490;26_04_18_CS10_2;2;1;3515.2;5591.3;67.6;448.427001652199;0.322107708077324;2.09840882127155;37.15;0.049087385212341;0.002454369260617;0;26-04-18;8:39;CS10;a1;NA;interrow;no cover;17611.6305952845;12650.5360864764;82413.4159226751
491;26_04_18_CS10_3;3;1;3605.7;5680.1;64.2;460.293986520154;0.327652208794492;1.9797683020448;37.3;0.049087385212341;0.002454369260617;0;26-04-18;8:41;CS10;b1;NA;interrow;field pea;18068.9628374429;12862.0745820987;77716.331136185
492;26_04_18_CS10_4;4;1;3462.9;5668.1;69.2;441.569064540662;0.326902528342252;2.15423965384884;37.45;0.049087385212341;0.002454369260617;0;26-04-18;8:42;CS10;b1;NA;interrow;field pea;17325.539871961;12826.4483267872;84524.4108197271
493;26_04_18_CS10_5;5;1;3589;5618.9;67.7;458.104167213029;0.323830220391619;2.10189824830763;37.6;0.049087385212341;0.002454369260617;0;26-04-18;8:44;CS10;c1;NA;interrow;oat;17965.6399963347;12699.7691264924;82430.9184257237
494;26_04_18_CS10_6;6;1;3613;5611.4;67.1;461.251212923868;0.323362076658897;2.08096168609114;37.75;0.049087385212341;0.002454369260617;0;26-04-18;8:45;CS10;c1;NA;interrow;oat;18080.3314153682;12675.2913582464;81570.4672269804
495;26_04_18_CS10_1;7;1;5933;5751;60.9;765.4656316383;0.33208424920073;1.86461720985414;37.9;0.049087385212341;0.002454369260617;600.000000000048;26-04-18;8:48;CS10;a1;NA;interrow;no cover;29990.5947408664;13010.9096032022;73054.8528585076
496;26_04_18_CS10_2;8;1;5142.7;5610.2;58.1;661.836038918465;0.323287178486046;1.76691325284388;38.05;0.049087385212341;0.002454369260617;599.99999999996;26-04-18;8:49;CS10;a1;NA;interrow;no cover;25917.9359036585;12660.13918518;69193.4886310629
497;26_04_18_CS10_3;9;1;5370.9;5702.5;58;691.759198552359;0.32905196435911;1.7634238258078;38.2;0.049087385212341;0.002454369260617;599.99999999996;26-04-18;8:51;CS10;b1;NA;interrow;field pea;27076.6954690906;12879.6839291806;69023.5706503909
498;26_04_18_CS10_4;10;1;5210.3;5646.2;62.8;670.700217670662;0.32553470173965;1.93091632353967;38.11667;0.049087385212341;0.002454369260617;660.000000000006;26-04-18;8:53;CS10;b1;NA;interrow;field pea;26259.4372950918;12745.4231599882;75599.7609426112
499;26_04_18_CS10_5;11;1;4826.9;5674.4;59.5;620.426162440009;0.327296094148292;1.81576523134901;38.03334;0.049087385212341;0.002454369260617;599.99999999996;26-04-18;8:54;CS10;c1;NA;interrow;oat;24297.598587025;12817.8171652864;71110.371210145
500;26_04_18_CS10_6;12;1;5137.9;5574.3;57.7;661.206629776298;0.321047091788598;1.75295554469956;37.95001;0.049087385212341;0.002454369260617;600.000000000048;26-04-18;8:55;CS10;c1;NA;interrow;oat;25901.6101336131;12576.4567860609;68668.9592264445
501;26_04_18_CS10_1;13;1;6924.9;5757.9;59.8;895.530408329181;0.332515819577496;1.82623351245725;37.86668;0.049087385212341;0.002454369260617;1200.00000000001;26-04-18;8:58;CS10;a1;NA;interrow;no cover;35090.2323430406;13029.2140369419;71558.6625186003
502;26_04_18_CS10_2;14;1;5897.5;5679.8;54.9;760.81062652435;0.327633465177577;1.6552515876893;37.78335;0.049087385212341;0.002454369260617;1259.99999999996;26-04-18;9:00;CS10;a1;NA;interrow;no cover;29819.3966339882;12841.3456753754;64876.3330867675
503;26_04_18_CS10_3;15;1;6186.5;5726.4;56.7;798.706301959036;0.330545957546179;1.71806127433875;37.7;0.049087385212341;0.002454369260617;1199.99999999992;26-04-18;9:01;CS10;b1;NA;interrow;field pea;31313.0828551259;12958.9724416639;67356.1669685082
504;26_04_18_CS10_4;16;1;5929.3;5670.7;58.8;764.980462091212;0.327064947921632;1.79133924209645;37.81666;0.049087385212341;0.002454369260617;1200.00000000001;26-04-18;9:02;CS10;b1;NA;interrow;field pea;29979.6184942115;12817.6899246749;70202.6649477464
505;26_04_18_CS10_5;17;1;5374.2;5656.5;58.5;692.191917337599;0.3261779626241;1.78087096098821;37.93332;0.049087385212341;0.002454369260617;1139.99999999996;26-04-18;9:03;CS10;c1;NA;interrow;oat;27116.8592080916;12778.1351785793;69766.2395461674
506;26_04_18_CS10_6;18;1;5743.4;5630.3;56.2;740.603970522672;0.324541898321874;1.70061413915835;38.04998;0.049087385212341;0.002454369260617;1200.00000000001;26-04-18;9:05;CS10;c1;NA;interrow;oat;29002.5419331592;12709.2756584933;66597.1758809975
507;26_04_18_CS10_1;19;1;7480.4;5812.2;58.2;968.371403844641;0.33591358734928;1.77040267987996;38.16664;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;9:07;CS10;a1;NA;interrow;no cover;37907.8548816329;13149.6690954003;69304.1611973402
508;26_04_18_CS10_2;20;1;6295.2;5667.5;51.3;812.959796491044;0.326865047780166;1.5296322143904;38.2833;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;9:08;CS10;a1;NA;interrow;no cover;31812.1930256574;12790.6620206869;59856.5334626448
509;26_04_18_CS10_3;21;1;6698.7;5675.9;54.5;865.869502504524;0.327389805647383;1.64129387954498;38.4;0.049087385212341;0.002454369260617;1739.99999999992;26-04-18;9:10;CS10;b1;NA;interrow;field pea;33869.9281550089;12806.3976891266;64201.9445432007
510;26_04_18_CS10_4;22;1;6359.9;5689;55.3;821.443707219847;0.328208306842561;1.66920929583362;38.51666;0.049087385212341;0.002454369260617;1799.99999999997;26-04-18;9:12;CS10;b1;NA;interrow;field pea;32120.1117713219;12833.6091778447;65269.4623875867
511;26_04_18_CS10_5;23;1;5693.5;5685.2;57.8;734.060737982219;0.327970862868296;1.75644497173564;38.63332;0.049087385212341;0.002454369260617;1740.00000000001;26-04-18;9:13;CS10;c1;NA;interrow;oat;28692.5208855956;12819.5261588058;68654.8556928063
512;26_04_18_CS10_6;24;1;5977.7;5700.7;54;771.327004274737;0.328939467089769;1.62384674436458;38.74998;0.049087385212341;0.002454369260617;1800.00000000006;26-04-18;9:15;CS10;c1;NA;interrow;oat;30137.8854028016;12852.5773228069;63448.1961893564
513;26_04_18_CS10_7;25;1;3431.3;5592.1;69.5;437.425454354725;0.322157626042282;2.16470793495708;37.6;0.049087385212341;0.002454369260617;0;26-04-18;9:32;CS10;a2;NA;interrow;no cover;17154.6752913856;12634.1743773267;84894.149060563
514;26_04_18_CS10_8;26;1;3444.1;5566.7;67.9;439.103878733839;0.320573020825809;2.10887710237979;37.7666;0.049087385212341;0.002454369260617;0;26-04-18;9:34;CS10;a2;NA;interrow;no cover;17211.2713328669;12565.2937964007;82660.2946924313
515;26_04_18_CS10_9;27;1;3485.5;5622.8;68.1;444.532532585036;0.324073675663776;2.11585595645195;37.9332;0.049087385212341;0.002454369260617;0;26-04-18;9:36;CS10;b2;NA;interrow;field pea;17414.7233556738;12695.7039020793;82889.4252751159
516;26_04_18_CS10_10;28;1;3419.8;5623.5;69.3;435.917494951614;0.32411737424989;2.15772908088492;38.0998;0.049087385212341;0.002454369260617;0;26-04-18;9:37;CS10;b2;NA;interrow;field pea;17068.0853488524;12690.6193736434;84484.5745783444
517;26_04_18_CS10_11;29;1;3390.6;5591.2;72.3;432.08858933676;0.322101468373443;2.26241189196734;38.2664;0.049087385212341;0.002454369260617;0;26-04-18;9:39;CS10;c2;NA;interrow;oat;16909.1160728784;12604.9408625468;88535.9767187018
518;26_04_18_CS10_12;30;1;3440.7;5614.6;68;438.658047258136;0.323561811627805;2.11236652941587;38.433;0.049087385212341;0.002454369260617;0;26-04-18;9:40;CS10;c2;NA;interrow;oat;17157.023029714;12655.3188487784;82619.9847897875
519;26_04_18_CS10_7;31;1;4926.1;5635.3;59.9;633.433951378144;0.324854075567106;1.82972293949334;38.6;0.049087385212341;0.002454369260617;600.000000000048;26-04-18;9:42;CS10;a2;NA;interrow;no cover;24761.9283702366;12699.0562038409;71526.7444483178
520;26_04_18_CS10_8;32;1;5012.9;5773.3;61.6;644.815766699011;0.33347918959491;1.88904319910671;38.73333;0.049087385212341;0.002454369260617;539.999999999998;26-04-18;9:43;CS10;a2;NA;interrow;no cover;25196.0854902419;13030.6524811947;73814.0976035871
